Sample_name,Locus,Hash,nReads
1361b-2,1,5dd046e872a3d4a2d69e5d74a88f680516715f9f,19
1361b-2,1,bb5fb2d15b40f5c67f615a2ccbb5a4d273b97e2c,25276
1361b-2,1,760fc3cb05911cd49affeee1052ade0166c54bc9,15
1361b-2,1,c9e5500ec4ff0dc8d9a34998f3a04ced941702f3,27
1361b-2,1,27957660a97efa9a9104bb5329b3b2fd120cf083,13
1361b-2,1,09634633b62eea664914842a286ee6c7ee969234,24
1361b-2,1,c2c5504fad8054bb4b57e18ae24c1e5267345799,18
1361b-2,1,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,12
1361b-2,1,e5b505705fe64fe02348aa9612ad44e82b0d800e,88
1361b-2,1,ceeef90eb147b9672c36201812711d41250edff7,10
1361b-2,1,09a5cacfcc717ee7b6e818e5f8ae5586dde40e31,46
1361b-2,1,5b0f56fee8109b9a2c2da1f795cdeaa5036af7f1,2932
1361b-2,1,b0bc58b2e22b2dded0e5fbe03da9f66ab26dc773,5
1361b-2,1,c4af0ed0b097cc8a751472ebc9bb828f03dd247f,440
1361b-2,1,dd6164ed15085a86d6117bc34427b37859c6c391,259
1361b-2,1,2eef857752fb27b3803c52e12abf48e4a78329a4,242
1362b-2,1,42737cd65bab38b57ea8949256ab1dbc59f5d054,31319
1362b-2,1,5dd046e872a3d4a2d69e5d74a88f680516715f9f,11
1362b-2,1,bb5fb2d15b40f5c67f615a2ccbb5a4d273b97e2c,381
1362b-2,1,df77ec60709e680b780d2cb7091e668a8a743ebe,14253
1362b-2,1,25afc9c2dd52d85e9c8f6f24fba49b1ea5a17f3d,362
1362b-2,1,09634633b62eea664914842a286ee6c7ee969234,7047
1362b-2,1,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,30
1362b-2,1,ceeef90eb147b9672c36201812711d41250edff7,6
1362b-2,1,09a5cacfcc717ee7b6e818e5f8ae5586dde40e31,19
1362b-2,1,dffe9f4aca637850465b0a374333d9ca32ec8450,260
1362b-2,1,40e39777fcb298ac7ca7d5faf34312877ab7c1b5,1158
1362b-2,1,c8049f8ff74e387f0186c4a0403c77a9904680ec,7
1362b-2,1,bd2c9008e805e7c7e00b75a42efee305a23039c1,155
1362b-2,1,9944892531d5fef392853d4c8785d2ef48c2362b,455
1362b-2,1,5184bc9d72461d477f2c9cb4fe24b55d5086c3e5,378
1362b-2,1,fa9b8cf2a48623699332ba6d42ca3af6f74e37ac,279
1362b-2,1,e71b3a360df3f6ab768aad29ec427ff13e2e610e,190
1362b-2,1,1d61e662b2ad7db660042ded32481498df55b05f,119
1362b-2,1,e3a327b28660dbb0ef3137d696a8b6294c527442,7
1306a-3,1,42737cd65bab38b57ea8949256ab1dbc59f5d054,38161
1306a-3,1,25afc9c2dd52d85e9c8f6f24fba49b1ea5a17f3d,572
1306a-3,1,27957660a97efa9a9104bb5329b3b2fd120cf083,1286
1306a-3,1,c2c5504fad8054bb4b57e18ae24c1e5267345799,94
1306a-3,1,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,2610
1306a-3,1,ac4b8089c9fe78f74a96a4cda9a1d38c95ac845a,60
1306a-3,1,399416ccb8869808a5e3ca3bfeb97d2f047eac77,49
1306a-3,1,eb03ca8a7e6dfbbd5c2fc7d4156e886791938841,1649
1306a-3,1,40e39777fcb298ac7ca7d5faf34312877ab7c1b5,219
1306a-3,1,0db6bf3f570f5bc67de805db58870a2b7fd2de62,726
1306a-3,1,1743f8eaf67cde48a163da36605a8901790090ac,906
1306a-3,1,33ff014aa9fbfad12acecea55b50ca117b92e92e,581
1306a-3,1,1d57d128b26e79992dd44f28b5fe55d9459eea0c,251
1306a-3,1,100bf7cde7760fb02ce4552e2cd1c8f07135a3ff,90
1306a-3,1,05b14d548ce85e9f85737e592680eae05feaaea6,72
1306a-3,1,48b78a13fb721ad818cd01bc537475c12886758d,36
1361a-3,1,42737cd65bab38b57ea8949256ab1dbc59f5d054,51182
1361a-3,1,25afc9c2dd52d85e9c8f6f24fba49b1ea5a17f3d,700
1361a-3,1,27957660a97efa9a9104bb5329b3b2fd120cf083,473
1361a-3,1,a1074723eb0d29e49e3f8420bc6bc21a52e263df,7957
1361a-3,1,b814f677a8054c5c1d51a00beb382fb8a2a6c9f4,6767
1361a-3,1,c2c5504fad8054bb4b57e18ae24c1e5267345799,34
1361a-3,1,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,1344
1361a-3,1,eb03ca8a7e6dfbbd5c2fc7d4156e886791938841,581
1361a-3,1,b6d9162e1a67c7cfff67f5fcc6960da428853a02,1729
1361a-3,1,0db6bf3f570f5bc67de805db58870a2b7fd2de62,219
1361a-3,1,65d581b29347942d034a587a104295569bb62224,787
1361a-3,1,33ff014aa9fbfad12acecea55b50ca117b92e92e,168
1361a-3,1,bd2c9008e805e7c7e00b75a42efee305a23039c1,415
1361a-3,1,52298494caad3237f09acba284d76f195919a306,445
1361a-3,1,1d57d128b26e79992dd44f28b5fe55d9459eea0c,82
1361a-3,1,e8e65ef742b28a892255cf9c2b0518acc6213d82,229
1361a-3,1,3fc9e6bd97f8d77c5a3a935b544f0a5e1ab3a41e,215
1361a-3,1,48b78a13fb721ad818cd01bc537475c12886758d,16
1362a-3,1,42737cd65bab38b57ea8949256ab1dbc59f5d054,46715
1362a-3,1,25afc9c2dd52d85e9c8f6f24fba49b1ea5a17f3d,949
1362a-3,1,b814f677a8054c5c1d51a00beb382fb8a2a6c9f4,194
1362a-3,1,c2c5504fad8054bb4b57e18ae24c1e5267345799,889
1362a-3,1,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,8
1362a-3,1,1a57477efc4a7c8e63ae71c66d10b258345aa22e,2397
1362a-3,1,6284a2f04f8bd8b8e3e89b5c41d211b841a3234e,1491
1362a-3,1,a5874adbabc53f777c99fb9024505d9dee731280,382
1362a-3,1,66ca21d1d92baf73de5def31ef67b846a23a2342,970
1362a-3,1,a9ac787e006f8c12deaf3fec47abdf00e06f5bac,304
1362a-3,1,e82ae5b20a5af8cefd400a15e8ae21ab17a65607,229
1362a-3,1,0c10d8247dbf0fbf06cf727e808ed14f1d95a39c,124
1362a-3,1,bb4d084a2afa734b3221ab01eb315eb29f5861b8,90
1306b-3,1,42737cd65bab38b57ea8949256ab1dbc59f5d054,25148
1306b-3,1,25afc9c2dd52d85e9c8f6f24fba49b1ea5a17f3d,455
1306b-3,1,27957660a97efa9a9104bb5329b3b2fd120cf083,3857
1306b-3,1,c2c5504fad8054bb4b57e18ae24c1e5267345799,1908
1306b-3,1,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,9
1306b-3,1,1a57477efc4a7c8e63ae71c66d10b258345aa22e,1242
1306b-3,1,6284a2f04f8bd8b8e3e89b5c41d211b841a3234e,663
1306b-3,1,66ca21d1d92baf73de5def31ef67b846a23a2342,673
1306b-3,1,0c10d8247dbf0fbf06cf727e808ed14f1d95a39c,66
1306b-3,1,889bb030c634d561ffd890e0e767b9db8063cc6b,106
1306b-3,1,2094f958f41be014f1fc7334cae1de960e83a6c4,26
1361b-3,1,42737cd65bab38b57ea8949256ab1dbc59f5d054,199612
1361b-3,1,5dd046e872a3d4a2d69e5d74a88f680516715f9f,25
1361b-3,1,c9e5500ec4ff0dc8d9a34998f3a04ced941702f3,18
1361b-3,1,25afc9c2dd52d85e9c8f6f24fba49b1ea5a17f3d,2425
1361b-3,1,27957660a97efa9a9104bb5329b3b2fd120cf083,2440
1361b-3,1,09634633b62eea664914842a286ee6c7ee969234,22
1361b-3,1,c2c5504fad8054bb4b57e18ae24c1e5267345799,743
1361b-3,1,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,86
1361b-3,1,ba46c8ebde338d28e15b9ce8544a3e74a4632ba8,3648
1361b-3,1,1a57477efc4a7c8e63ae71c66d10b258345aa22e,131
1361b-3,1,ceeef90eb147b9672c36201812711d41250edff7,14
1361b-3,1,09a5cacfcc717ee7b6e818e5f8ae5586dde40e31,73
1361b-3,1,6284a2f04f8bd8b8e3e89b5c41d211b841a3234e,51
1361b-3,1,b31a1197e4cf81fed332eef51157dab0caf9ea0e,1795
1361b-3,1,a5874adbabc53f777c99fb9024505d9dee731280,722
1361b-3,1,d1ed0ccaa595672fd45d4a37bac7a0b0383d6beb,1017
1361b-3,1,dffe9f4aca637850465b0a374333d9ca32ec8450,707
1361b-3,1,c6436b42979a4fa8a9b2bc9b2588c514ae95b4df,1457
1361b-3,1,f0cbc36955810d6b51ffb5e49b03198511382a11,557
1361b-3,1,c8049f8ff74e387f0186c4a0403c77a9904680ec,23
1361b-3,1,b0bc58b2e22b2dded0e5fbe03da9f66ab26dc773,9
1361b-3,1,7fee9dab54296df1a82eb6cf20b64091dd22a50d,733
1361b-3,1,d72a4151a5ea8a6693477de5bfc879bc414584ec,685
1361b-3,1,6194b67a20890eea499ce0240162ad281f89e6db,619
1361b-3,1,70755fa452cf9c12c512e609d35086f756e904d3,596
1361b-3,1,1d5b6df04af99f880f206c2196f183de45507149,585
1361b-3,1,ade8e1187f3bfa2fb2f38db2b5cc4717787c4280,557
1361b-3,1,d0defc1f3cee9d4b54652222d1fba9a2b5a3b2bb,467
1361b-3,1,889bb030c634d561ffd890e0e767b9db8063cc6b,70
1361b-3,1,390aee699b56f52b0d2b6e5f458d711b30f0f177,65
1361b-3,1,c310631e1ca8fdc40737dbde32abd3bb68c789f9,48
1362b-3,1,42737cd65bab38b57ea8949256ab1dbc59f5d054,2349
1362b-3,1,5dd046e872a3d4a2d69e5d74a88f680516715f9f,8
1362b-3,1,c9e5500ec4ff0dc8d9a34998f3a04ced941702f3,9
1362b-3,1,27957660a97efa9a9104bb5329b3b2fd120cf083,22
1362b-3,1,c2c5504fad8054bb4b57e18ae24c1e5267345799,13
1362b-3,1,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,40
1362b-3,1,09a5cacfcc717ee7b6e818e5f8ae5586dde40e31,31
1362b-3,1,6284a2f04f8bd8b8e3e89b5c41d211b841a3234e,20
1362b-3,1,c8049f8ff74e387f0186c4a0403c77a9904680ec,8
1362b-3,1,b0bc58b2e22b2dded0e5fbe03da9f66ab26dc773,3
1362b-3,1,390aee699b56f52b0d2b6e5f458d711b30f0f177,95
Positive-1,1,3d93e9753e58c59a65605680bf8a46735ed450e9,11594
Positive-1,1,f1565bdad12daa27c10f267d489a6c70f172c10b,466
Sample-1-1,1,42737cd65bab38b57ea8949256ab1dbc59f5d054,8
Sample-1-1,1,7edc82ae907368e2ba93f8d04552ca58def53f5b,14816
Sample-1-1,1,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,1344
Sample-1-1,1,5dd046e872a3d4a2d69e5d74a88f680516715f9f,775
Sample-1-1,1,46198a966b943c5f03fd710b52b7f74fc3e2ca5e,438
Sample-1-1,1,78bc87be1cb86ffd6ebb028518571db3bade8e4c,153
Sample-1-1,1,394941fe61578579e0311cf90225a8cdce9c63c9,348
Sample-1-1,1,760fc3cb05911cd49affeee1052ade0166c54bc9,65
Sample-1-1,1,100fda5174b43042ae1cc81916acdce81e9b2d21,130
Sample-1-1,1,452664a3e68d8afd0a9ad25581cb6d0e50a5a271,909
Sample-1-1,1,45583b2e75935f07b9c1999e5f0200283c24a7a0,101
Sample-1-1,1,84b6be1f6a1a1239676c851167614c2d681e18e9,228
Sample-1-1,1,6e1ebae1ae717fafb23478a381dce3a49ed7925b,160
Sample-1-1,1,05d80b4fbd3e2e3e1d7fb173b51a5a7f756b7da8,119
Sample-2-1,1,42737cd65bab38b57ea8949256ab1dbc59f5d054,13
Sample-2-1,1,7edc82ae907368e2ba93f8d04552ca58def53f5b,14718
Sample-2-1,1,5dd046e872a3d4a2d69e5d74a88f680516715f9f,789
Sample-2-1,1,394941fe61578579e0311cf90225a8cdce9c63c9,124
Sample-2-1,1,608ca2cb2d1470dd3f4d8ea3a0054534f1971658,237
Sample-2-1,1,8f79f2fe6aa55a3a8af1f60a1b8ca1cc2b7a62a9,366
Sample-2-1,1,760fc3cb05911cd49affeee1052ade0166c54bc9,1303
Sample-2-1,1,100fda5174b43042ae1cc81916acdce81e9b2d21,135
Sample-2-1,1,3fd5ca4246dfef9ef69bad738ae0ddb8314904d1,53
Sample-2-1,1,99ad40750dc44442450699ae2c8a5118380b3684,187
Sample-2-1,1,2e8dcbdc26d43ab36ee2864c5661f12a23be9524,135
Sample-2-1,1,3a259ea0acb1a1da9b0cca49de93bd24836cad22,287
Sample-2-1,1,db2b65dd77635828f6ba4e9845c212a57b37e7ef,275
Sample-2-1,1,11256afa70150c2cf56e9ed8e4dbf3dd15da860a,230
Sample-2-1,1,afff79cdf221553080f15a0cab07beec8680935e,165
Sample-3-1,1,7edc82ae907368e2ba93f8d04552ca58def53f5b,18817
Sample-3-1,1,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,1368
Sample-3-1,1,5dd046e872a3d4a2d69e5d74a88f680516715f9f,1184
Sample-3-1,1,394941fe61578579e0311cf90225a8cdce9c63c9,204
Sample-3-1,1,608ca2cb2d1470dd3f4d8ea3a0054534f1971658,193
Sample-3-1,1,100fda5174b43042ae1cc81916acdce81e9b2d21,10
Sample-3-1,1,ce668a68ba448eae1b213db527575f337218d320,173
Sample-3-1,1,aabd7e6a689836ba05bc360cd9aecacf70d0b1e9,82
Sample-3-1,1,1cc9d33eb2db36f2b1659befdb2df937aa966ac3,272
Sample-3-1,1,2b1499c40002713f01ea5a58620b93cd34631be6,144
Sample-3-1,1,3bf4da53689c9793c3951fa15f882a4d763f0131,152
Sample-3-1,1,3affc3f85e815d496cdd5ef256fd86b8f401670c,89
Sample-3-1,1,f8e4b85bfa71849ce020e210c99a8f33eca097fe,88
Sample-4-1,1,42737cd65bab38b57ea8949256ab1dbc59f5d054,11
Sample-4-1,1,7edc82ae907368e2ba93f8d04552ca58def53f5b,12643
Sample-4-1,1,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,3395
Sample-4-1,1,5dd046e872a3d4a2d69e5d74a88f680516715f9f,278
Sample-4-1,1,394941fe61578579e0311cf90225a8cdce9c63c9,170
Sample-4-1,1,100fda5174b43042ae1cc81916acdce81e9b2d21,2579
Sample-4-1,1,7a1b004d0933e79da3f139e6dfc1fdda13a810e1,277
Sample-4-1,1,92354c3d84e73f2fb87c115fcdcf9bc4518a1401,251
Sample-4-1,1,74066494c72c1695219c035c049f10e696375826,1123
Sample-4-1,1,1aefcd1ec0e9edfd07d63c3b4218c7bd7302bd11,561
Sample-4-1,1,c3e39c5d48dfc10b57441883547e7eb1ee3f8133,1085
Sample-4-1,1,99ad40750dc44442450699ae2c8a5118380b3684,256
Sample-4-1,1,410a6fcdca1c4757b455a55be34ece73c4e9e8bd,454
Sample-4-1,1,da6611bdf29abfe5fdc07cc6f4ddeca606a2be14,203
Sample-4-1,1,c6c5b7902b46dfac3bb7710da4fa63b6d05b597b,145
Sample-4-1,1,3160369406ee01aee74aa44b603347d213a72372,29
Sample-5-1,1,7edc82ae907368e2ba93f8d04552ca58def53f5b,3329
Sample-5-1,1,be9c3394b1617d1f252b55cfbc5d1bf95701e4cd,2045
Sample-5-1,1,5dd046e872a3d4a2d69e5d74a88f680516715f9f,1007
Sample-5-1,1,760fc3cb05911cd49affeee1052ade0166c54bc9,5
